,date,price
619,10/05/2021 16:55:08,58189.16
620,10/05/2021 16:55:09,58189.16
621,10/05/2021 16:55:10,58189.16
622,10/05/2021 16:55:11,58189.16
623,10/05/2021 16:55:12,58189.16
624,10/05/2021 16:55:13,58189.16
625,10/05/2021 16:55:14,58189.16
626,10/05/2021 16:55:15,58189.16
627,10/05/2021 16:54:54,58195.03
628,10/05/2021 16:54:55,58195.03
629,10/05/2021 16:54:56,58195.03
630,10/05/2021 16:54:57,58195.03
631,10/05/2021 16:54:58,58195.03
632,10/05/2021 16:54:59,58195.03
633,10/05/2021 16:55:00,58195.03
634,10/05/2021 16:55:01,58195.03
635,10/05/2021 16:55:02,58195.03
636,10/05/2021 16:55:03,58195.03
637,10/05/2021 16:55:04,58195.03
638,10/05/2021 16:54:42,58192.36
639,10/05/2021 16:54:43,58192.36
640,10/05/2021 16:54:44,58190.88
641,10/05/2021 16:54:45,58190.88
642,10/05/2021 16:54:46,58190.88
643,10/05/2021 16:54:47,58190.88
644,10/05/2021 16:54:48,58190.88
645,10/05/2021 16:54:49,58190.88
646,10/05/2021 16:54:50,58190.88
647,10/05/2021 16:54:52,58195.03
648,10/05/2021 16:54:53,58195.03
649,10/05/2021 16:54:31,58195.76
650,10/05/2021 16:54:32,58195.76
651,10/05/2021 16:54:33,58195.76
652,10/05/2021 16:54:34,58195.76
653,10/05/2021 16:54:35,58195.76
654,10/05/2021 16:54:36,58195.76
655,10/05/2021 16:54:37,58192.36
656,10/05/2021 16:54:38,58192.36
657,10/05/2021 16:54:39,58192.36
658,10/05/2021 16:54:40,58192.36
659,10/05/2021 16:54:41,58192.36
660,10/05/2021 16:54:19,58178.75
661,10/05/2021 16:54:20,58178.75
662,10/05/2021 16:54:21,58178.75
663,10/05/2021 16:54:22,58197.34
664,10/05/2021 16:54:23,58197.34
665,10/05/2021 16:54:24,58197.34
666,10/05/2021 16:54:25,58197.34
667,10/05/2021 16:54:26,58197.34
668,10/05/2021 16:54:28,58197.34
669,10/05/2021 16:54:29,58197.34
670,10/05/2021 16:54:30,58197.34
671,10/05/2021 16:54:08,58176.09
672,10/05/2021 16:54:09,58176.09
673,10/05/2021 16:54:10,58176.09
674,10/05/2021 16:54:11,58176.09
675,10/05/2021 16:54:12,58176.09
676,10/05/2021 16:54:13,58176.09
677,10/05/2021 16:54:14,58178.75
678,10/05/2021 16:54:15,58178.75
679,10/05/2021 16:54:16,58178.75
680,10/05/2021 16:54:17,58178.75
681,10/05/2021 16:54:18,58178.75
682,10/05/2021 16:53:56,58195.64
683,10/05/2021 16:53:57,58195.64
684,10/05/2021 16:53:58,58195.64
685,10/05/2021 16:54:00,58182.54
686,10/05/2021 16:54:01,58182.54
687,10/05/2021 16:54:02,58182.54
688,10/05/2021 16:54:03,58182.54
689,10/05/2021 16:54:04,58182.54
690,10/05/2021 16:54:05,58182.54
691,10/05/2021 16:54:06,58182.54
692,10/05/2021 16:54:07,58176.09
693,10/05/2021 16:53:45,58199.21
694,10/05/2021 16:53:46,58199.21
695,10/05/2021 16:53:47,58199.21
696,10/05/2021 16:53:48,58199.21
697,10/05/2021 16:53:49,58199.21
